complaint,category,urgency
"IT IS REQUESTED TO NOTE THAT THE ENTIRE LANE IN GREEN PARK IS COVERED WITH SEWAGE AFTER THE LINE BURST, AMBULANCES CANNOT ENTER. APPRECIATE YOUR HELP",sanitation,high
Please note someone set the garbage heap in Civil Lines on fire and the smoke has filled all the houses honestly speaking. Someone can get seriously hurt.,sanitation,high
teh public toilet in Railway Quarters is cleaned only in the mornnig and stays dirty all day.,sanitation,medium
"sir ji, the footpath near the Patel Nagar school has been dug up and children walk on the road.",roads_transport,high
"hello sir, please inform when the annual tank cleaning is planned for Station Road. The same thing happened last year as well. No hurry, whenever possible",water_supply,low
Submitting this complaint to inform that requesting a first aid training session for volunteers in Mill Area. Thanks in advance.,healthcare,low
"THE TRANSFORMER IN SECTOR 4 IS MAKING LOUD NOISES AND THROWING SPARKS, WE ARE SCARED IT WILL BLAST. KRIPYA EK BAAR DEKH LIJIYE.",electricity,high
pls inform whether eye check up camps are planned for Dev Nagar this year. The same thing happened last year as well,healthcare,low
Submitting this complaint to inform that our card in Patel Nagar shows a member who left the household years ago. Hoping for a permanent fix this time,ration_aadhar,medium
"Respected sir, please confirm whether a rent agreement is accepted as address proof at Ward 7. I am writing on behalf of a few families in the lane. Please inform at your convenience",ration_aadhar,low
Kindly note that requesting a repair estimate for shifting my water line inside the plot in Ward 18. I have already spoken to the local office once,water_supply,low
I wish to report that pls share the timings of teh Lajpat Nagar electricty office counter,electricity,low
Just want to say that auto drivers in Bapu Nagar overcharge passengers and no action is ever taken. This was also discussed in ourr last residents meeting. We hav complained earlier as well.,roads_transport,medium
Kindly tell me whether water bills for Patel Nagar can be paid at the common service centre. Would appreciate a quick response.,water_supply,low
Submitting this complaint to inform that requesting a water quality test report for teh supply given to MG Road. I am available on my registered mobile number for any verification. Please do it urgenlty if possible.,water_supply,low
"Respected sir, a deep pothole on the Civil Lines main road caused a serious accident yesterday evening. Please do not delay this further.",roads_transport,high
"Please dhyan dijiye, the ultrasound machine at Krishna Colony works only twice a week and the slots are always full. I am available on my registered mobile number for any verification. Kripya jaldi karwa dijiye.",healthcare,medium
The sanitation staff in Sector 11 does not use any safety gloves or equipment.,sanitation,medium
It is requested to note that the ambulance for Vivek Vihar did not arrive even after twelve calls and we had to arrange a private vehicle.,healthcare,high
Please note teh fogging vehicle has not visietd Sun City this season at all.,sanitation,medium
please note no electricity in Railway Quarters for ten hours and the local health centre's backup has also failed like always.,electricity,high
"Hello sir, the pressure in Tilak Ward is so low that water does not reach the first floor. would appreciate a quick response",water_supply,medium
please share details of the parking charges applicable in the Ward 7 market. Please do it urgently if possible.,roads_transport,low
I would like to bring to your notice that lab reports from the Green Park hospital take five days when they were promised the same day. I have attached nothing but can share photos if needed.,healthcare,medium
"Hello sir, the ration shop in Panchsheel Nagar opens only for two hours and closes without notice.",ration_aadhar,medium
Stray dogs gather at the Patel Nagar garbage point and chase people on scooters. I can be contacted in the evening after work hours. Thanks in advance.,sanitation,medium
the Rose Garden lane gets water only when someone calls office repeatedly n nobody listens,water_supply,medium
Life saving medicines are not available at the Bapu Nagar centre and patients are told to buy outside. I am ready to show the spot to ur team any time.,healthcare,high
please note the one way rule at Old Market is not followed and there is no enforcement again and again.,roads_transport,medium
Please note the railway crossing gate near Bharat Nagar is often left unmanned and people cross recklessly. I checked with the neighbours before writing this. please arrange a solution soon.,roads_transport,high
An open drain in Rose Garden has collapsed at one point and two-wheelers keep slipping in. i am ready to show the spot to your team any time.,sanitation,high
I would like to bring to your notice that I want informtaion on teh penalty for spitting adn littering in Green Park to be very frank. I can be contacted in the evening after work hours.,sanitation,low
I wish to report that the drain in Sun City is flowing very slowly and needs desilting before the rains. Kindly look into the matter.,sanitation,medium
"look, the Ward 18 shop does not give the sugar and oil portion regularly. I am ready to show the spot to your team any time",ration_aadhar,medium
"We are really fed up, watar pressure in Gandhi Nagar has completely stopped and teh summer heat is making it dangerous for elderly people even after so many complaints.",water_supply,high
Requesting a camp for Aadhaar updates in teh Panchsheel Nagar school for parents. Please inform at your convneience.,ration_aadhar,low
